   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr        
  ------ -------- --------- --------- -------- -------- --------        
  -5.0000    0.4355    0.0056    0.00096   -0.1335
  -4.0000    0.5510    0.0055    0.00089   -0.1336
  -3.0000    0.6659    0.0055    0.00090   -0.1336
  -2.0000    0.7802    0.0056    0.00098   -0.1336
  -1.0000    0.8946    0.0057    0.00108   -0.1337
   0.0000    1.0075    0.0058    0.00130   -0.1336
   1.0000    1.1198    0.0055    0.00169   -0.1337
   2.0000    1.2317    0.0058    0.00199   -0.1334
   3.0000    1.3418    0.0063    0.00242   -0.1330
   4.0000    1.4441    0.0078    0.00340   -0.1316
   5.0000    1.5463    0.0090    0.00433   -0.1302
   6.0000    1.6375    0.0113    0.00605   -0.1272
   7.0000    1.7319    0.0126    0.00729   -0.1247
   8.0000    1.8222    0.0140    0.00860   -0.1216
   9.0000    1.9053    0.0155    0.01008   -0.1176
  10.0000    1.9635    0.0174    0.01203   -0.1096
  12.0000    2.0617    0.0230    0.01780   -0.0942
  13.0000    2.0969    0.0273    0.02215   -0.0866
  13.5000    2.1016    0.0309    0.02965   -0.0832
  14.0000    2.1062    0.0346    0.04368   -0.0798
  14.5000    2.0979    0.0415    0.06180   -0.0794
  15.0000    2.0896    0.0484    0.10280   -0.0791
  16.0000    2.0419    0.0662    0.00000   -0.0800
  18.0000    1.9372    0.1067    0.00000   -0.0885
  20.0000    1.8834    0.1315    0.00000   -0.0860
  90.0000    0.0000    1.0000    0.00000    0.0000
0.5
                                                                        
       XFOIL         Version 6.97                                       
                                                                        
 Calculated polar for: flywingplus                                      
                                                                        
 1 1 Reynolds number fixed          Mach number fixed                   
                                                                        
 xtrf =   1.000 (top)        1.000 (bottom)                             
 Mach =   0.000     Re =    10.000 e 6     Ncrit =   9.000              
                                                                        
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr        
  ------ -------- --------- --------- -------- -------- --------        
  -5.000   -.4767   0.0069   0.00213    0.0224
  -4.000   -.3620   0.0065   0.00165    0.0229
  -3.000   -.2469   0.0061   0.00123    0.0233
  -2.000   -.1313   0.0058   0.00098    0.0235
  -1.000   -.0155   0.0056   0.00076    0.0236
   0.000   0.1004   0.0054   0.00063    0.0235
   1.000   0.2165   0.0054   0.00056    0.0233
   2.000   0.3326   0.0053   0.00057    0.0229
   3.000   0.4485   0.0052   0.00063    0.0225
   5.000   0.6646   0.0039   0.00100    0.0239
   6.000   0.7770   0.0042   0.00126    0.0238
   7.000   0.8947   0.0047   0.00165    0.0222
   8.000   1.0167   0.0060   0.00250    0.0185
   9.000   1.1372   0.0074   0.00360    0.0147
  10.000   1.2554   0.0094   0.00517    0.0106
  11.000   1.3731   0.0107   0.00641    0.0068
  12.000   1.4771   0.0122   0.00779    0.0055
  13.000   1.5664   0.0140   0.00964    0.0059
  14.000   1.6546   0.0165   0.01218    0.0041
  15.000   1.7079   0.0221   0.01790    0.0010
  15.500   1.7201   0.0260   0.02575    0.0005
  16.000   1.7322   0.0298   0.03595   -0.0001
  16.500   1.7321   0.0349   0.04930   -0.0007
  17.000   1.7320   0.0399   0.06561   -0.0012
  18.000   1.7119   0.0530   0.08133   -0.0037
  19.000   1.6772   0.0691   0.00000   -0.0080
  20.000   1.6490   0.0847   0.00000   -0.0126
  21.000   1.6254   0.0977   0.00000   -0.0124
  90.000   0.0000   1.0000   0.00000    0.0000
2.0
